list_placement,id,title,author_id,author_name,avg_rating,number_of_ratings,list_score,number_of_list_votes 
1392,38726615,Ana Rocha: Shadows of Justice,8442873,Ammar Habib,4.23,4843,3687,37
1393,3690,The Power and the Glory,2533,Graham Greene,3.97,33390,3686,55
1394,159178,North and South,5768,John Jakes,4.2,56868,3684,62
1395,15505346,On the Island,5193034,Tracey Garvis Graves,4.12,75673,3678,46
1396,17689,Franz Kafka&#39;s The Castle,877884,David Fishelson,4.08,27920,3675,54
1397,42607,As You Like It,947,William Shakespeare,3.83,71289,3672,67
1398,9833184,The Fiery Heart,137902,Richelle Mead,4.34,66881,3669,50
1399,10629,Christine,3389,Stephen King,3.79,202384,3665,59
1400,6138,The Moonstone,4012,Wilkie Collins,3.9,79445,3663,56
1401,32071,Sons and Lovers,17623,D.H. Lawrence,3.63,47201,3659,58
1402,10585,Insomnia,3389,Stephen King,3.82,134384,3657,55
1403,235718,Succubus Blues,137902,Richelle Mead,3.94,52882,3653,48
1404,38787,Pedro Páramo,21778,Juan Rulfo,4.06,42172,3645,41
1405,284996,The Complete Stories,22694,Flannery O&#39;Connor,4.4,35896,3629,54
1406,24983,Doomsday Book,14032,Connie Willis,4.03,49283,3628,45
1407,8737,The Last Temptation of Christ,5668,Nikos Kazantzakis,4.17,12136,3626,51
1407,13089710,The Kill Order,348878,James Dashner,3.71,163123,3626,47
1409,56495,The Purpose Driven Life: What on Earth Am I Here for?,711,Rick Warren,3.94,228155,3624,52
1410,17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,7064545,Malala Yousafzai,4.12,419717,3617,46
1411,929782,Martin Eden,1240,Jack London,4.44,25682,3606,43
1412,42986,War and Remembrance,9020,Herman Wouk,4.41,32352,3600,57
1413,12240419,Table 21,3275595,T. Rafael Cimino,3.65,407,3591,36
1414,61666,Contact,10538,Carl Sagan,4.13,124243,3585,56
1415,318431,Long Walk to Freedom,367338,Nelson Mandela,4.33,67967,3581,44
1415,42794237,Down and Rising,18619175,Rohith S. Katbamna,4.85,124,3581,36
1417,3558003,Lord of Misrule,15292,Rachel Caine,4.16,45103,3577,51
1418,12262741,Wild: From Lost to Found on the Pacific Crest Trail,155717,Cheryl Strayed,4.01,616466,3576,41
1418,16843726,Nobody Loves a Bigfoot Like a Bigfoot Babe,6590310,Simon Okill,3.97,143,3576,37
1420,12657,The Source,7995,James A. Michener,4.29,39233,3575,52
1421,10032672,The Language of Flowers,4537214,Vanessa Diffenbaugh,4.08,195446,3571,44
1421,264158,The Raven,4624490,Edgar Allan Poe,4.29,101453,3571,53
1423,544257,Midnight Alley,15292,Rachel Caine,4.1,57448,3565,50
1424,18333130,Switch! The Lost Kingdoms of Karibu,6542656,Karen  Prince,4.14,472,3563,37
1425,11966216,Torn,3486415,Amanda Hocking,4.04,64934,3558,45
1426,33590260,Kingdom of Ash,3433047,Sarah J. Maas,4.57,134592,3554,40
1427,11607446,The Wishing Spell,4919495,Chris Colfer,4.24,97608,3547,43
1428,7719245,Paranormalcy,3027554,Kiersten White,3.89,92628,3545,51
1428,3575676,"Night World, No. 3",50873,L.J. Smith,4.2,63607,3545,53
1430,32263,The Surgeon,18149,Tess Gerritsen,4.09,132919,3541,47
1431,43945,Portnoy&#39;s Complaint,463,Philip Roth,3.7,58771,3524,60
1432,6342491,The Demon King,125308,Cinda Williams Chima,4.14,68152,3518,43
1433,53022,The Collected Poems of W.B. Yeats,29963,W.B. Yeats,4.24,35022,3514,56
1434,35959740,Circe,176372,Madeline Miller,4.26,345406,3513,40
1435,113310,The Eight,7172,Katherine Neville,3.92,36152,3511,45
1436,318525,Red Storm Rising,3892,Tom Clancy,4.17,69686,3500,47
1437,41150487,"Red, White &amp; Royal Blue",17949486,Casey McQuiston,4.23,169971,3496,37
1438,193755,The Diving Bell and the Butterfly,75287,Jean-Dominique Bauby,3.99,59750,3486,53
1439,36954958,Crossroads and the Dominion of Four,6496644,C. Toni Graham,4.29,4387,3485,39
1440,27883214,Caraval,14137787,Stephanie Garber,3.95,147304,3480,38
1441,3438000,ثلاثية غرناطة,1446194,رضوى عاشور,4.29,40247,3479,37
1442,9516,Persepolis: The Story of a Childhood,6238,Marjane Satrapi,4.25,158746,3470,48
1442,6448470,Firelight,89439,Sophie Jordan,3.86,62231,3470,44
1444,25460,"Animal, Vegetable, Miracle: A Year of Food Life",3541,Barbara Kingsolver,4.04,98985,3460,50
1445,63033,The Savage Detectives,72039,Roberto Bolaño,4.13,32675,3457,40
1446,9418327,Bossypants,4385839,Tina Fey,3.95,849142,3448,45
1447,3054684,Stargazer,1192311,Claudia Gray,3.8,55011,3444,50
1448,30119,Where the Sidewalk Ends,435477,Shel Silverstein,4.31,1179910,3441,49
1448,40940649,I Am Legend,8726,Richard Matheson,4.07,95847,3441,43
1450,2373,The Bone Collector,1612,Jeffery Deaver,4.19,158435,3440,49
1451,57913,The Illuminatus! Trilogy,5752454,Robert Shea,4.01,14469,3434,43
1452,1472878,Firefly Lane,54493,Kristin Hannah,4.08,199834,3427,44
1453,15796700,Americanah,11291,Chimamanda Ngozi Adichie,4.31,264906,3425,40
1454,40409718,Post Office,13275,Charles Bukowski,3.98,102369,3411,43
1455,4345498,Magic Strikes,21748,Ilona Andrews,4.43,72466,3405,45
1456,476543,The Darkest Night,48192,Gena Showalter,4.07,76868,3397,44
1457,568236,A Distant Mirror:  The Calamitous 14th Century,137261,Barbara W. Tuchman,4.06,32854,3391,49
1458,18749,Half of a Yellow Sun,11291,Chimamanda Ngozi Adichie,4.33,103798,3390,40
1459,42389,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler&#39;s Eagle&#39;s Nest",5882,Stephen E. Ambrose,4.42,97095,3384,45
1460,61975,Dragonflight,26,Anne McCaffrey,4.09,126332,3382,54
1461,27333,Silent Spring,15332,Rachel Carson,3.98,35802,3376,53
1461,20803953,Bully,7139136,Penelope Douglas,4.09,100203,3376,39
1463,325085,Nicholas Nickleby,239579,Charles Dickens,3.92,40130,3372,48
1464,104089,Tigana,60177,Guy Gavriel Kay,4.07,43206,3367,43
1465,2295829,Feast of Fools,15292,Rachel Caine,4.15,50783,3361,51
1466,8428064,Demonglass,2261547,Rachel Hawkins,4.1,88249,3360,46
1466,1540,"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",1002,Sophocles,3.98,57956,3360,55
1468,33609,Katherine,18930,Anya Seton,4.17,29584,3359,44
1469,8659601,The Power of Six,3380908,Pittacus Lore,4.16,122654,3351,47
1470,52641918,Trouble on Main Street,7922460,Kirsten Fullmer,4.34,3649,3345,38
1471,77262,Animal Dreams,3541,Barbara Kingsolver,4.05,64210,3342,50
1472,7091488,Dead in the Family,17061,Charlaine Harris,3.89,150473,3333,51
1473,25899336,When Breath Becomes Air,14031444,Paul Kalanithi,4.36,416401,3331,36
1474,752900,Medea,973,Euripides,3.88,55061,3330,61
1474,11084145,Steve Jobs,7111,Walter Isaacson,4.14,958482,3330,37
1476,6381205,Soulless,2891665,Gail Carriger,3.89,99313,3318,44
1477,46165,This Side of Paradise,3190,F. Scott Fitzgerald,3.66,62205,3315,41
1478,6931356,The DUFF: Designated Ugly Fat Friend,3095919,Kody Keplinger,3.82,179377,3314,41
1479,31434883,Eleanor Oliphant Is Completely Fine,14558709,Gail Honeyman,4.28,711046,3313,37
1480,3992598,The Demigod Files,15872,Rick Riordan,4.05,78762,3307,46
1481,1314332,Before I Die,628636,Jenny Downham,3.83,51389,3303,38
1482,51779181,The Threat Below,14192434,Jason Latshaw,4.32,6489,3301,37
1483,1097,Fast Food Nation: The Dark Side of the All-American Meal,380,Eric Schlosser,3.75,197676,3294,55
1484,2115,Atlas Shrugged &amp; The Fountainhead,432,Ayn Rand,4.1,4527,3292,48
1485,9593913,Requiem,2936493,Lauren Oliver,3.74,128629,3290,40
1486,47624,Lirael,8347,Garth Nix,4.27,107448,3289,45
1487,5212771,Carpe Corpus,15292,Rachel Caine,4.2,47196,3288,49
1487,36232319,The Invisible Game: Mindset of a Winning Team,14726163,Zoltan Andrejkovics,4.45,190,3288,33
1489,12936,Gathering Blue,2493,Lois Lowry,3.82,160832,3279,48
1490,12853168,Sliding on the Snow Stone,5050207,Andy Szpuk,4.08,359,3269,33
1491,26030383,Beg For Mercy,7873610,Lucian Bane,4.28,715,3246,33
1492,16140036,This Man,6576110,Jodi Ellen Malpas,4.1,99589,3244,40
1493,5130,Island,3487,Aldous Huxley,3.83,25291,3241,38
1494,18864,The Rum Diary,5237,Hunter S. Thompson,3.82,53429,3239,39
1495,60931,Kindred,29535,Octavia E. Butler,4.26,100353,3238,42
1496,42058,Richard III,947,William Shakespeare,3.93,43272,3227,54
1497,8525590,Wither,4103366,Lauren DeStefano,3.8,96854,3218,38
1498,11947829,Ascend,3486415,Amanda Hocking,4.08,59556,3214,39
1498,141828,L&#39;Écume des jours,15959,Boris Vian,3.99,26917,3214,39
1500,69571,"Rich Dad, Poor Dad",600,Robert T. Kiyosaki,4.08,370677,3208,36
1500,2517,My Name Is Red,1728,Orhan Pamuk,3.85,45023,3208,40
1502,7544603,Smaragdgrün,298438,Kerstin Gier,4.18,66947,3207,39
1503,781787,Out of Africa,7215049,Isak Dinesen,3.94,34330,3206,55
1504,8600,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",5571,Lynne Truss,3.87,97266,3202,53
1505,47953,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",26897,Anne Bishop,4.38,12814,3201,37
1506,16150830,Never Fade,2973783,Alexandra Bracken,4.25,76310,3200,40
1507,2677,A Modest Proposal and Other Satirical Works,1831,Jonathan Swift,4.05,14294,3198,53
1508,16102004,Beautiful Bastard,6556689,Christina Lauren,4.01,153132,3195,39
1508,28954189,Scythe,19564,Neal Shusterman,4.33,140605,3195,35
1510,58922,The Runaway Bunny,18479,Margaret Wise Brown,4.08,68145,3192,54
1511,17849112,World After,4890182,Susan Ee,4.18,89054,3190,40
1512,2241059,Identical,2821144,Ellen Hopkins,4.31,56000,3189,38
1513,390711,Noble House,6417,James Clavell,4.25,36793,3182,50
1514,3140,The Bridge on the Drina,2147,Ivo Andrić,4.33,14682,3176,43
1515,334643,Abhorsen,8347,Garth Nix,4.21,114041,3175,43
1516,38462,Giovanni&#39;s Room,10427,James Baldwin,4.24,63511,3168,40
1517,20821111,The Young Elites,4342215,Marie Lu,3.88,108745,3161,38
1518,20454107,Coma,19697,Robin Cook,3.87,49246,3160,53
1519,6587387,Silver Borne,40563,Patricia Briggs,4.38,94554,3157,48
1520,394469,Suttree,4178,Cormac McCarthy,4.18,17778,3151,35
1521,52580991,The Ultimate Religion,19198610,Gillian Dance,4.39,2079,3147,35
1522,20170404,Station Eleven,2786093,Emily St. John Mandel,4.05,322946,3129,37
1523,51428,Rebel Angels,2526,Libba Bray,3.92,106178,3124,45
1524,3432478,The Forest of Hands and Teeth,1443712,Carrie Ryan,3.59,81181,3123,40
1525,1274,"Men Are from Mars, Women Are from Venus",848,John Gray,3.56,164654,3120,47
1525,12321,Beyond Good and Evil,1938,Friedrich Nietzsche,4.0,66945,3120,44
1527,11561469,Reason to Breathe,4907787,Rebecca    Donovan,4.22,85972,3119,38
1528,704043,Kiss of Midnight,375626,Lara Adrian,3.93,60602,3115,43
1529,22284,Diary,2546,Chuck Palahniuk,3.61,73110,3106,37
1530,5344,Hard Times,239579,Charles Dickens,3.54,56930,3103,43
1531,61179,Ringworld,12534,Larry Niven,3.96,104333,3102,45
1532,83143,Tatiana and Alexander,47499,Paullina Simons,4.3,34300,3101,35
1533,3554772,عزازيل,1503841,يوسف زيدان,4.04,47319,3096,33
1534,63032,2666,72039,Roberto Bolaño,4.22,30737,3094,37
1534,22544764,Uprooted,8730,Naomi Novik,4.06,167241,3094,36
1536,667234,The Cat in the Hat Comes Back,61105,Dr. Seuss,3.86,27278,3087,58
1537,43944,Suite Française,22493,Irène Némirovsky,3.83,63510,3084,37
1537,4692,The Physician,2934,Noah Gordon,4.37,38623,3084,37
1539,393199,Down and Out in Paris and London,3706,George Orwell,4.1,62108,3076,43
1539,40159,The King of Attolia,22542,Megan Whalen Turner,4.38,32870,3076,36
1541,49338,The Selected Writings of Edgar Allan Poe,4624490,Edgar Allan Poe,4.3,1564,3068,51
1542,16343,The Mysterious Affair at Styles,123715,Agatha Christie,3.99,255192,3065,42
1543,248484,Book of a Thousand Days,49177,Shannon Hale,3.95,48668,3059,40
1543,6174,Survival in Auschwitz,4187,Primo Levi,4.31,48637,3059,40
1543,27111181,Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence,2918458,Gabriel F.W. Koch,4.37,1497,3059,34
1546,6581511,Shadowland,200317,Alyson Noel,3.66,77603,3058,50
1547,6101718,The Magicians,142270,Lev Grossman,3.52,232483,3055,38
1548,13615,"Death Note, Vol. 1: Boredom",5502079,Tsugumi Ohba,4.44,192675,3054,39
1549,12083,Long Day&#39;s Journey into Night,7680,Eugene O&#39;Neill,4.07,35010,3051,45
1550,6080337,The Year of the Flood,3472,Margaret Atwood,4.06,105486,3050,36
1551,19181419,A Bird Without Wings,7488658,Roberta Pearce,4.17,168,3046,32
1552,433567,Flatland: A Romance of Many Dimensions,3093075,Edwin A. Abbott,3.81,56595,3044,39
1552,11564,The Girl Who Loved Tom Gordon,3389,Stephen King,3.61,133178,3044,45
1554,11925514,Code Name Verity,52320,Elizabeth Wein,4.03,96881,3039,36
1555,59264,Ptolemy&#39;s Gate,33467,Jonathan Stroud,4.26,79682,3037,35
1556,17623975,Just One Day,295178,Gayle Forman,4.0,78057,3034,35
1557,4447622,Some Girls Bite,1857564,Chloe Neill,3.99,59216,3032,41
1558,7603,Reading Lolita in Tehran: A Memoir in Books,5151,Azar Nafisi,3.62,117730,3028,45
1559,13453029,Wool Omnibus,3064305,Hugh Howey,4.22,159468,3024,35
1560,12930,Messenger,2493,Lois Lowry,3.91,112223,3022,45
1561,16046121,After Forever Ends,6540025,Melodie Ramone,4.04,1462,3016,32
1562,149196,Eva Luna,2238,Isabel Allende,3.97,40169,3009,47
1563,9849568,The Human Obsession,2918488,Heath Sommer,4.14,176,3007,31
1564,9557,Sputnik Sweetheart,3354,Haruki Murakami,3.82,110331,3005,38
1565,5152561,Fragile Eternity,175855,Melissa Marr,3.84,41715,3000,48
1566,70241,Crash,7010931,J.G. Ballard,3.6,22353,2996,34
1567,30474,The Communist Manifesto,7084,Karl Marx,3.58,108792,2985,48
1567,10566,Lisey&#39;s Story,3389,Stephen King,3.68,67628,2985,44
1569,12294652,My Life Next Door,4660036,Huntley Fitzpatrick,3.99,133932,2979,38
1570,106264,"Sarah, Plain and Tall",29182,Patricia MacLachlan,3.78,75541,2959,55
1571,7198988,Dark Flame,200317,Alyson Noel,3.73,58643,2955,50
1572,161099,"Good Night, Mr. Tom",93351,Michelle Magorian,4.3,39268,2947,39
1573,59715,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,13778,Bill Watterson,4.74,20864,2946,46
1574,7728889,The Diviners,2526,Libba Bray,3.95,81346,2945,34
1575,40941784,سیمای شکسته پدر سالار,18235662,سید مرتضی مصطفوی,3.56,700,2943,30
1576,4835,Haroun and the Sea of Stories,3299,Salman Rushdie,4.01,29145,2940,41
1576,43037,"The Call of the Wild, White Fang and Other Stories",1240,Jack London,4.01,20467,2940,55
1578,3934321,Nightfall,50873,L.J. Smith,3.57,47587,2939,43
1578,62530,Thud!,1654,Terry Pratchett,4.33,62089,2939,41
1580,89723,The Lottery and Other Stories,13388,Shirley Jackson,4.06,63742,2938,53
1581,34506,The Light Fantastic,1654,Terry Pratchett,3.97,123829,2933,43
1581,10746542,The Sense of an Ending,1462,Julian Barnes,3.73,147668,2933,37
1583,447,Moon Palace,296961,Paul Auster,3.95,20853,2930,33
1584,140963,O Pioneers!,881203,Willa Cather,3.87,45642,2921,45
1585,13644055,Opposition,4476934,Jennifer L. Armentrout,4.38,64911,2920,38
1586,768889,A Storm of Swords: Steel and Snow,346732,George R.R. Martin,4.45,70539,2918,39
1587,3273,Moloka&#39;i,2226,Alan Brennert,4.17,107023,2915,39
1588,8662836,Chain Reaction,274533,Simone Elkeles,4.1,59760,2914,36
1589,59263,The Golem&#39;s Eye,33467,Jonathan Stroud,4.09,86670,2910,35
1590,5941033,Let the Great World Spin,14080,Colum McCann,3.94,94592,2905,36
1591,161744,Common Sense,57639,Thomas Paine,3.98,29955,2904,50
1592,509784,The End of Eternity,16667,Isaac Asimov,4.24,43936,2896,36
1593,31332,The Vampire Armand,7577,Anne Rice,3.77,63719,2892,44
1593,32620332,The Seven Husbands of Evelyn Hugo,6572605,Taylor Jenkins Reid,4.35,223964,2892,31
1595,41453422,"Drum Beats, Heart Beats",15198471,Maria Nhambu,4.3,4114,2891,32
1596,228630,Black Boy,9657,Richard Wright,4.07,47185,2879,44
1597,9761771,Pure,4476934,Jennifer L. Armentrout,4.31,58176,2865,39
1598,19581,Ghost Story,6941,Peter Straub,3.95,67428,2860,42
1599,84145,Dance with the Devil,4430,Sherrilyn Kenyon,4.38,60772,2859,41
1600,18796,In Search of Lost Time,233619,Marcel Proust,4.34,9978,2857,33
1600,9593,Galápagos,2778055,Kurt Vonnegut Jr.,3.87,68822,2857,41
1602,16429619,The Kiss of Deception,123463,Mary E. Pearson,3.99,89298,2852,33
1603,18501652,The Guardian of Secrets and Her Deathly Pact,7271860,Jana Petken,4.19,1310,2848,29
1604,310146,The True Confessions of Charlotte Doyle,10105,Avi,3.83,79297,2833,42
1604,15724396,The Sword of Summer,15872,Rick Riordan,4.23,150708,2833,36
1606,80890,Buddenbrooks: The Decline of a Family,19405,Thomas Mann,4.16,21737,2831,42
1607,99298,The Harry Potter Collection 1-4,1077326,J.K. Rowling,4.68,54979,2829,45
1608,26216087,The Egyptian,33472,Mika Waltari,4.14,18633,2827,31
1609,9917938,Blood Red Road,4487674,Moira Young,3.91,59111,2825,35
1609,16033842,La Vérité sur l&#39;affaire Harry Quebert,6535186,Joël Dicker,4.07,91456,2825,31
1611,32439,Intensity,9355,Dean Koontz,4.04,74285,2823,36
1611,9761778,Deity,4476934,Jennifer L. Armentrout,4.37,52459,2823,38
1611,43369,God Is Not Great: How Religion Poisons Everything,3956,Christopher Hitchens,3.96,89130,2823,37
1614,77661,The Daughter of Time,44023,Josephine Tey,3.92,23596,2821,40
1615,12558285,Splintered,5186274,A.G. Howard,3.92,52279,2819,34
1615,43565225,Eye for Eye,18789144,J.K. Franko,4.3,4797,2819,31
1617,80176,"Winesburg, Ohio",45645,Sherwood Anderson,3.84,30132,2804,36
1618,6050678,Leviathan,13957,Scott Westerfeld,3.91,85581,2801,36
1619,6837103,The Kitchen House,3067074,Kathleen Grissom,4.19,234339,2800,34
1620,26004546,Lips of a Mastodon,4251995,Ted Bernal Guevara,3.85,544,2798,28
1621,18130,A Wind in the Door,106,Madeleine L&#39;Engle,4.0,119063,2795,51
1622,27833670,Dark Matter,442240,Blake Crouch,4.09,260373,2794,34
1623,92364,Eye of the Needle,3447,Ken Follett,4.19,128893,2792,44
1624,42849823,Brownout - 666: or the Real Meaning of the Swastika,18627931,John Richard Spencer,4.38,2056,2789,32
1625,31244,Our Mutual Friend,239579,Charles Dickens,4.08,26049,2782,36
1626,16069030,The Winner&#39;s Curse,1238111,Marie Rutkoski,3.97,95267,2775,33
1627,8648,Xenocide,589,Orson Scott Card,3.8,141140,2771,38
1628,1170158,The Earthsea Trilogy,874602,Ursula K. Le Guin,4.27,18299,2770,42
1629,1869,Nickel and Dimed: On (Not) Getting by in America,1257,Barbara Ehrenreich,3.63,177628,2767,49
1630,18798983,The Wrath and the Dawn,4600197,Renée Ahdieh,4.11,113705,2760,31
1631,85443,The Lords of Discipline,6942,Pat Conroy,4.31,24894,2759,40
1632,13223520,Existence,4872191,Abbi Glines,3.94,58078,2753,37
1633,22557520,After,3927354,Anna Todd,3.74,137245,2749,31
1633,44416211,The Candidate and other stories,16876824,Samuel R. George,4.35,889,2749,31
1635,12875258,Tell the Wolves I&#39;m Home,5274234,Carol Rifka Brunt,4.03,126284,2746,31
1636,121127,Faith of the Fallen,3441,Terry Goodkind,4.09,68384,2740,34
1637,78418,The Reptile Room,36746,Lemony Snicket,3.98,183878,2739,41
1638,4932435,Finnikin of the Rock,47104,Melina Marchetta,3.87,42448,2737,32
1639,20564,The Mill on the Floss,173,George Eliot,3.8,47876,2736,42
1639,13600318,Reckless,4372391,S.C. Stephens,4.41,75960,2736,33
1641,11367726,Defending Jacob,218843,William Landay,3.99,263926,2732,36
1642,93724,Twilight,11654,Meg Cabot,4.24,38807,2731,36
1643,347852,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",3061,M. Scott Peck,4.06,83941,2722,42
1644,2986865,Eon: Dragoneye Reborn,88685,Alison Goodman,3.94,57945,2719,31
1645,383206,Wives and Daughters,1413437,Elizabeth Gaskell,4.1,42917,2713,37
